"id","url","extension","titre","parent_id","date"
"6416","https://www.victrix.ca/wp-content/uploads/2024/06/umberto-fewhpo4vc9y-unsplash.png","png","umberto-fewhpo4vc9y-unsplash","6349","2024-07-29 21:54:13"
"6419","https://www.victrix.ca/wp-content/uploads/2024/06/signature-01-english-e1724866402122.png","png","signature 01 - English","6349","2024-07-29 22:36:33"
"6454","https://www.victrix.ca/wp-content/uploads/2024/08/victrix-copilot.png","png","victrix copilot","6369","2024-08-12 17:32:08"
"6455","https://www.victrix.ca/wp-content/uploads/2024/08/victrix-copilot-1.png","png","victrix copilot","6369","2024-08-12 19:36:12"
"6463","https://www.victrix.ca/wp-content/uploads/2024/08/copilot-victrix-siteweb.png","png","Copilot Victrix siteweb","6369","2024-08-13 23:05:55"
"6464","https://www.victrix.ca/wp-content/uploads/2024/08/copilot-victrix-siteweb-1.png","png","Copilot Victrix siteweb","6369","2024-08-13 23:07:31"
"6465","https://www.victrix.ca/wp-content/uploads/2024/08/copilot-victrix-siteweb-2.png","png","Copilot Victrix siteweb","6369","2024-08-13 23:08:47"
"6466","https://www.victrix.ca/wp-content/uploads/2024/08/copilot-victrix-siteweb-3.png","png","Copilot Victrix siteweb","6369","2024-08-13 23:09:40"
"6641","https://www.victrix.ca/wp-content/uploads/2024/08/victrix-scaled.jpg","jpg","victrix","6369","2024-10-22 20:28:58"
"6642","https://www.victrix.ca/wp-content/uploads/2024/08/allison-saeng-lxfknmjkheo-unsplash-scaled.jpg","jpg","adn victrix","6369","2024-10-22 20:34:04"
"6643","https://www.victrix.ca/wp-content/uploads/2024/08/alex-shuper-ufcmj6fiwgy-unsplash-scaled.jpg","jpg","concept robot ia","6369","2024-10-22 20:35:36"
"6644","https://www.victrix.ca/wp-content/uploads/2024/08/allison-saeng-veahusrauxu-unsplash-scaled.jpg","jpg","concept agent ia","6369","2024-10-22 20:44:30"
"6645","https://www.victrix.ca/wp-content/uploads/2024/08/alex-shuper-87thc411hk4-unsplash-scaled.jpg","jpg","robot tient une plume","6369","2024-10-22 20:48:06"
"6646","https://www.victrix.ca/wp-content/uploads/2024/08/victrix-1-scaled.jpg","jpg","victrix","6369","2024-10-22 20:48:52"
"6374","https://www.victrix.ca/wp-content/uploads/2024/07/1200px-proofpoint_r_logo.png","png","1200px-Proofpoint_R_Logo","6373","2024-07-19 22:04:46"
"6386","https://www.victrix.ca/wp-content/uploads/2024/07/briefcase.svg","svg","briefcase","6373","2024-07-25 10:13:56"
"6387","https://www.victrix.ca/wp-content/uploads/2024/07/medal-.svg","svg","medal-","6373","2024-07-25 10:14:09"
"6388","https://www.victrix.ca/wp-content/uploads/2024/07/idea.svg","svg","idea","6373","2024-07-25 10:14:18"
"6389","https://www.victrix.ca/wp-content/uploads/2024/07/155fad8c-b177-43fd-91fe-e71bfb6298f2-scaled.jpeg","jpeg","futuristic city in the clouds","6373","2024-07-25 10:57:30"
"6390","https://www.victrix.ca/wp-content/uploads/2024/07/government.svg","svg","government","6373","2024-07-25 11:28:13"
"6391","https://www.victrix.ca/wp-content/uploads/2024/07/healthcare.svg","svg","healthcare","6373","2024-07-25 11:37:57"
"6392","https://www.victrix.ca/wp-content/uploads/2024/07/factory.svg","svg","factory","6373","2024-07-25 11:38:08"
"6393","https://www.victrix.ca/wp-content/uploads/2024/07/business-and-finance.svg","svg","business-and-finance","6373","2024-07-25 11:38:20"
"6401","https://www.victrix.ca/wp-content/uploads/2024/07/thisisengineering-sbfmokbk7ju-unsplash.png","png","femme pensive","6373","2024-07-26 09:56:38"
"6422","https://www.victrix.ca/wp-content/uploads/2024/07/juniper-logo.png","png","juniper logo","6373","2024-07-31 23:04:37"
"6423","https://www.victrix.ca/wp-content/uploads/2024/07/zscaler-logo.svg","svg","zscaler-logo","6373","2024-07-31 23:05:48"
"6439","https://www.victrix.ca/wp-content/uploads/2024/07/grcprofessional.png","png","grcprofessional","6373","2024-08-12 16:47:45"
"6440","https://www.victrix.ca/wp-content/uploads/2024/07/grc.png","png","grc","6373","2024-08-12 16:49:04"
"6441","https://www.victrix.ca/wp-content/uploads/2024/07/comptia_security_2bce.png","png","CompTIA_Security_2Bce","6373","2024-08-12 16:49:33"
"6442","https://www.victrix.ca/wp-content/uploads/2024/07/comptia_security_2bce-1.png","png","CompTIA_Security_2Bce","6373","2024-08-12 16:51:39"
"6443","https://www.victrix.ca/wp-content/uploads/2024/07/cism.jpg","jpg","cism","6373","2024-08-12 16:57:15"
"6647","https://www.victrix.ca/wp-content/uploads/2024/08/zad-scaled.jpg","jpg","zad","6369","2024-10-22 20:56:20"
"6648","https://www.victrix.ca/wp-content/uploads/2024/08/evolution.png","png","evolution","6369","2024-10-22 21:08:43"
"6649","https://www.victrix.ca/wp-content/uploads/2024/08/evaluation.png","png","evaluation","6369","2024-10-22 21:09:31"
"6394","https://www.victrix.ca/wp-content/uploads/2024/07/istock-1165052026-scaled.jpg","jpg","Woman using mobile smart phone in the night light colorful background","6375","2024-07-25 12:11:38"
"6395","https://www.victrix.ca/wp-content/uploads/2024/07/istock-1165052026-1.jpg","jpg","Woman using mobile smart phone in the night light colorful background","6375","2024-07-25 12:13:00"
"6396","https://www.victrix.ca/wp-content/uploads/2024/07/ales-nesetril-im7lzjxelhg-unsplash.png","png","laptop","6375","2024-07-25 13:35:47"
"6397","https://www.victrix.ca/wp-content/uploads/2024/07/ales-nesetril-im7lzjxelhg-unsplash-1.png","png","laptop","6375","2024-07-25 13:37:13"
"6398","https://www.victrix.ca/wp-content/uploads/2024/07/istock-1327016175.jpg","jpg","Smartphone security and privacy concept.","6375","2024-07-25 14:28:05"
"6444","https://www.victrix.ca/wp-content/uploads/2024/07/cgeit.png","png","cgeit","6373","2024-08-12 16:57:45"
"6445","https://www.victrix.ca/wp-content/uploads/2024/07/crisc.png","png","crisc","6373","2024-08-12 16:58:03"
"6446","https://www.victrix.ca/wp-content/uploads/2024/07/cisa.png","png","cisa","6373","2024-08-12 16:58:22"
"6447","https://www.victrix.ca/wp-content/uploads/2024/07/isc2_cissp_rgb_badge-600x600-1.png","png","ISC2_CISSP_RGB_Badge.600x600","6373","2024-08-12 16:59:43"
"6448","https://www.victrix.ca/wp-content/uploads/2024/07/image.png","png","badge CCSP","6373","2024-08-12 17:00:08"
"6449","https://www.victrix.ca/wp-content/uploads/2024/07/ccsk.png","png","ccsk","6373","2024-08-12 17:00:39"
"6450","https://www.victrix.ca/wp-content/uploads/2024/07/iso27001.png","png","ISO27001","6373","2024-08-12 17:01:05"
"6451","https://www.victrix.ca/wp-content/uploads/2024/07/iso27005.png","png","ISO27005","6373","2024-08-12 17:01:57"
"6452","https://www.victrix.ca/wp-content/uploads/2024/07/iso27034.png","png","ISO27034","6373","2024-08-12 17:02:18"
"6453","https://www.victrix.ca/wp-content/uploads/2024/07/616dd9d2cbea0f25d4b95837_ceh-small.png","png","616dd9d2cbea0f25d4b95837_ceh-small","6373","2024-08-12 17:03:09"
"6481","https://www.victrix.ca/wp-content/uploads/2024/07/cism.svg","svg","cism","6373","2024-08-26 10:53:03"
"6482","https://www.victrix.ca/wp-content/uploads/2024/07/cism-1.svg","svg","cism","6373","2024-08-26 10:54:08"
"6483","https://www.victrix.ca/wp-content/uploads/2024/07/ming-labs-hmknhtkvhxk-unsplash.jpg","jpg","Cybersecurity digital education whiteboard","6373","2024-08-26 10:55:03"
"6484","https://www.victrix.ca/wp-content/uploads/2024/07/cism-2.svg","svg","cism","6373","2024-08-26 11:00:39"
"7253","https://www.victrix.ca/wp-content/uploads/2025/06/sevoc-certification.png","png","SEvOC certification","6373","2025-06-04 16:36:53"
"6400","https://www.victrix.ca/wp-content/uploads/2024/07/istock-114321879-scaled.jpg","jpg","Computer stethoscope","6399","2024-07-25 21:39:52"
"6402","https://www.victrix.ca/wp-content/uploads/2024/07/umberto-fewhpo4vc9y-unsplash.png","png","umberto-FewHpO4VC9Y-unsplash","6375","2024-07-26 10:08:59"
"6403","https://www.victrix.ca/wp-content/uploads/2024/07/istock-1462139281.png","png","Des employés utilisant une tablette électronique (objet connecté) dans leur organisation.","6375","2024-07-26 10:32:41"
"6404","https://www.victrix.ca/wp-content/uploads/2024/07/istock-1462139281-1.png","png","Des employés utilisant une tablette électronique (objet connecté) dans leur organisation.","6375","2024-07-26 10:44:51"
"6504","https://www.victrix.ca/wp-content/uploads/2024/09/victrix-copilot.png","png","victrix-copilot","6503","2024-09-10 17:25:54"
"6639","https://www.victrix.ca/wp-content/uploads/2024/09/bg-vic.jpg","jpg","BG-VIC","6503","2024-10-22 20:09:28"
"6640","https://www.victrix.ca/wp-content/uploads/2024/10/m365copilot_herobanner_apps_blog-feature-1.jpg","jpg","M365Copilot_HeroBanner_Apps_BLOG-FEATURE (1)","6503","2024-10-22 20:12:33"
"6691","https://www.victrix.ca/wp-content/uploads/2024/11/servicenow-banniere-.png","png","Servicenow - Banniere","6690","2024-11-15 17:22:35"
"6692","https://www.victrix.ca/wp-content/uploads/2024/11/istock-1161248291-scaled.jpg","jpg","Discussion on a business meeting","6690","2024-11-15 21:10:37"
"6698","https://www.victrix.ca/wp-content/uploads/2024/11/servicenow-partner.png","png","servicenow-partner","6690","2024-11-20 17:31:40"
"6699","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travail-2.png","png","ServiceNow reseller of the year 2024","6690","2024-11-20 17:34:59"
"6700","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travail-2_1.png","png","servicenow partner logo","6690","2024-11-20 17:35:10"
"6701","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travail-4_1.png","png","servicenow partner logo","6690","2024-11-20 17:38:15"
"6702","https://www.victrix.ca/wp-content/uploads/2024/11/getty-images-9yiwxisswnq-unsplash-scaled.jpg","jpg","équipe ti au travail","6690","2024-11-20 17:44:03"
"6703","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travail-3-100-scaled.jpg","jpg","équipe ti au travail","6690","2024-11-20 17:45:26"
"6704","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travail-5-100-scaled.jpg","jpg","équipe ti au travail","6690","2024-11-20 17:48:00"
"6705","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travail-5-100-1-scaled.jpg","jpg","équipe au travail","6690","2024-11-20 17:48:55"
"6706","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travailcscq5-100-scaled.jpg","jpg","tours à bureaux sur un fond de ciel bleu","6690","2024-11-20 17:53:54"
"6707","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travailcscq5-100-1-scaled.jpg","jpg","Plan de travail","6690","2024-11-20 17:54:44"
"6708","https://www.victrix.ca/wp-content/uploads/2024/11/plan-de-travailfzecscq5-100-scaled.jpg","jpg","Plan de travail","6690","2024-11-20 17:57:45"
"2509","https://www.victrix.ca/wp-content/uploads/2022/04/icon-collaboration.svg","svg","icon-collaboration","7460","2022-04-26 11:53:34"
"2790","https://www.victrix.ca/wp-content/uploads/2022/02/sevoc-icon-surveillance.svg","svg","sevoc-icon-surveillance","131","2022-05-06 17:26:54"
"3484","https://www.victrix.ca/wp-content/uploads/2022/05/technical-support.svg","svg","managed-services","","2022-06-07 14:46:56"
"4851","https://www.victrix.ca/wp-content/uploads/0206/05/gestion.svg","svg","Gestion licences et matériels","","2023-05-25 14:42:24"
"7100","https://www.victrix.ca/wp-content/uploads/2025/03/bagnaire-iso-victrix-08.jpg","jpg","bagnaire iso victrix-08","7098","2025-03-21 13:38:18"
"7121","https://www.victrix.ca/wp-content/uploads/2025/04/ban-victrix-1.jpg","jpg","ban victrix","7115","2025-04-18 14:59:43"
"7656","https://www.victrix.ca/wp-content/uploads/2025/10/freepik__adjust__18305-1.png","png","IA - intelligence artificielle","7655","2025-10-20 14:05:49"
"7836","https://www.victrix.ca/wp-content/uploads/2024/11/victrix-x-servicenow-en.png","png","VICTRIX X SERVICENOW EN","6710","2025-11-12 13:12:52"
"14719","https://www.victrix.ca/wp-content/uploads/2026/06/site-manager-walk-down-with-engineer-to-check-prec-2026-03-09-23-57-29-utc-1-scaled.jpg","jpg","Site manager using Dynamics 365 Field Service","14718","2026-06-16 15:07:39"
"14720","https://www.victrix.ca/wp-content/uploads/2026/06/construction-workers-collaborate-on-project-at-bui-2026-03-16-22-44-53-utc-1-scaled.jpg","jpg","Employés de construction qui rencontrent certains enjeux sur le terrain.","14718","2026-06-16 15:19:00"
"14721","https://www.victrix.ca/wp-content/uploads/2026/06/smiling-construction-worker-at-building-site-with-2026-03-17-01-20-41-utc-1-scaled.jpg","jpg","Un travailleur de la construction souriant","14718","2026-06-16 15:53:09"
"14724","https://www.victrix.ca/wp-content/uploads/2026/06/designation-securite.png","png","Désignation Sécurité Microsoft","14723","2026-06-17 15:15:41"
"14877","https://www.victrix.ca/wp-content/uploads/2026/07/sea-lighthouse-with-the-moon-2026-03-25-00-59-08-utc-1-scaled.jpg","jpg","accompagnement en intelligence artificielle","14876","2026-07-13 14:06:53"
"14878","https://www.victrix.ca/wp-content/uploads/2026/07/smiling-colleagues-sitting-on-steps-in-office-2026-03-25-03-17-09-utc-1-scaled.jpg","jpg","Smiling colleagues at Victrix","14876","2026-07-13 14:06:58"
"14879","https://www.victrix.ca/wp-content/uploads/2026/07/happy-colleagues-at-modern-office-workplace-lookin-2026-01-09-09-28-57-utc-1-scaled.jpg","jpg","consultants en intelligence artificielle","14876","2026-07-13 14:07:04"
"3437","https://www.victrix.ca/wp-content/uploads/dlm_uploads/2022/06/livret-victrix.pdf","pdf","Livret Victrix","3435","2022-06-02 14:17:19"
"4215","https://www.victrix.ca/wp-content/uploads/2023/02/services-geres.png","png","SERVICES GÉRÉS","4214","2023-02-07 19:28:12"
"4226","https://www.victrix.ca/wp-content/uploads/dlm_uploads/2023/02/livret-services-geres.pdf","pdf","Livret Services Gérés","4214","2023-02-20 17:36:22"
"4228","https://www.victrix.ca/wp-content/uploads/2023/02/istock-1322205579-scaled.jpg","jpg","Digitally enhanced shot of an unrecognizable businessman working in the office superimposed over a graph showing the ups and downs of the stock market","4214","2023-02-21 16:27:59"
"6226","https://www.victrix.ca/wp-content/uploads/dlm_uploads/2024/03/guide-licence-powerplatform-2024.pdf","pdf","Guide-Licence-PowerPlatform-2024","6223","2024-03-07 20:53:08"
"6243","https://www.victrix.ca/wp-content/uploads/2024/03/guide-licences-microsoft-power-platform.png","png","guide licences microsoft power platform","6223","2024-03-13 20:44:54"
"6244","https://www.victrix.ca/wp-content/uploads/2024/03/business-recruit-spring-booster_belgique-scaled.jpg","jpg","BUSINESS & RECRUIT SPRING BOOSTER_BELGIQUE","6223","2024-03-14 16:41:00"
"6246","https://www.victrix.ca/wp-content/uploads/2024/03/guide-licences-microsoft-power-platform-1.png","png","guide licences microsoft power platform","6223","2024-03-14 16:41:44"
"6248","https://www.victrix.ca/wp-content/uploads/2024/03/design-sans-titre-2.png","png","Guide des licences Microsoft Power Platform","6223","2024-03-14 19:31:09"
"6249","https://www.victrix.ca/wp-content/uploads/2024/03/guide-licences_powerplatform.png","png","Guide-Licences_powerplatform","6223","2024-03-14 19:32:29"
"6254","https://www.victrix.ca/wp-content/uploads/2023/02/services-geres-1.jpg","jpg","services-geres","4214","2024-03-15 11:39:49"
"6255","https://www.victrix.ca/wp-content/uploads/2022/06/cybersecurite.jpg","jpg","cybersecurite","3435","2024-03-15 11:42:50"
"6256","https://www.victrix.ca/wp-content/uploads/2024/03/image-landing-page-victrix.jpg","jpg","Image - Landing page Victrix","6223","2024-03-15 14:47:30"
"6667","https://www.victrix.ca/wp-content/uploads/2024/11/olivier-maltais-pp.png","png","Olivier Maltais PP","6663","2024-11-13 22:03:58"
"6668","https://www.victrix.ca/wp-content/uploads/2024/11/logos-landing-page.png","png","Logos landing page","6663","2024-11-13 22:06:24"
"6669","https://www.victrix.ca/wp-content/uploads/2024/11/logos-landing-page-1.png","png","Logos landing page","6663","2024-11-13 22:07:22"
"6670","https://www.victrix.ca/wp-content/uploads/2024/11/logos-landing-page-2.png","png","Logos landing page","6663","2024-11-13 22:18:51"
"6672","https://www.victrix.ca/wp-content/uploads/2024/11/visuel-webinaire-linkedin_post-linkedin-.png","png","Visuel Webinaire - LinkedIn_Post LinkedIn","6663","2024-11-13 23:45:38"
"6674","https://www.victrix.ca/wp-content/uploads/dlm_uploads/2024/11/diner-conference-aiops-et-surveillance-iotot.ics","ics","Invitation outlook test","6663","2024-11-13 23:52:21"
"6693","https://www.victrix.ca/wp-content/uploads/2024/11/webinaire-microsoft-copilot_jonathan-bordeleau-lefebvre.png","png","Webinaire - Microsoft Copilot_Jonathan -Bordeleau-Lefebvre","6663","2024-11-15 21:58:46"
"6696","https://www.victrix.ca/wp-content/uploads/2024/11/webinaire-microsoft-copilot_jonathan-bordeleau-lefebvre-1.png","png","Webinaire - Microsoft Copilot_Jonathan -Bordeleau-Lefebvre","6663","2024-11-15 22:02:16"
"6871","https://www.victrix.ca/wp-content/uploads/2024/11/webinaire-microsoft-copilot-2_post-linkedin-.png","png","Webinaire - Microsoft Copilot 2_Post LinkedIn","6663","2024-12-17 22:21:50"
"6872","https://www.victrix.ca/wp-content/uploads/2024/11/webinaire-microsoft-copilot-2_post-linkedin-1-1.png","png","Webinaire - Microsoft Copilot 2_Post LinkedIn","6663","2024-12-17 22:23:49"
"6876","https://www.victrix.ca/wp-content/uploads/dlm_uploads/2024/11/webinaire-microsoft-copilot-avec-victrix.ics","ics","Webinaire Microsoft Copilot avec Victrix","6663","2024-12-19 17:15:17"
"6977","https://www.victrix.ca/wp-content/uploads/2024/11/webinaire-microsoft-copilot-__post-linkedin-rediffusion-1.png","png","Webinaire - Microsoft Copilot __Post LinkedIn (Rediffusion) (1)","6663","2025-01-30 21:22:10"
"6978","https://www.victrix.ca/wp-content/uploads/2024/11/webinaire-microsoft-copilot-__post-linkedin-rediffusion.png","png","Webinaire - Microsoft Copilot __Post LinkedIn (Rediffusion)","6663","2025-01-30 21:29:04"
"7569","https://www.victrix.ca/wp-content/uploads/dlm_uploads/2025/09/copilot-du-buzz-a-limpact-reel_support-presentation_2025-09-25_compressed.pdf","pdf","Copilot; du buzz à l'impact réel_support présentation_2025-09-25_compressed","7567","2025-09-26 09:47:08"
"7571","https://www.victrix.ca/wp-content/uploads/2025/09/copie-de-bannieres-linkedin-8.png","png","bannière webinaire copilot","7567","2025-09-26 10:00:01"
"146","https://www.victrix.ca/wp-content/uploads/2022/02/istock-1272592927-1.png","png","accélération numérique","","2022-02-15 23:37:30"
"153","https://www.victrix.ca/wp-content/uploads/2022/02/logo-1.png","png","Logo footer","","2022-02-16 13:19:42"
"188","https://www.victrix.ca/wp-content/uploads/2022/02/microsoft.svg","svg","microsoft","185","2022-02-22 13:18:28"
"189","https://www.victrix.ca/wp-content/uploads/2022/02/paloalto.svg","svg","paloalto","192","2022-02-22 13:20:00"
"190","https://www.victrix.ca/wp-content/uploads/2022/02/crowdstrike.svg","svg","crowdstrike","193","2022-02-22 13:21:19"
"191","https://www.victrix.ca/wp-content/uploads/2022/02/imprivata.svg","svg","imprivata","194","2022-02-22 13:21:56"
"210","https://www.victrix.ca/wp-content/uploads/2022/02/gradienta-g084bo4wgda-unsplash-1.png","png","gradienta-G084bO4wGDA-unsplash 1","","2022-02-22 14:32:04"
"211","https://www.victrix.ca/wp-content/uploads/2022/02/istock-1294021851-1.png","png","concept digital","","2022-02-22 14:32:07"
"216","https://www.victrix.ca/wp-content/uploads/2022/02/istock-1251768615-1.png","png","infonuagique","","2022-02-22 14:32:19"
"217","https://www.victrix.ca/wp-content/uploads/2022/02/istock-1194430820-1.png","png","expert en cybersécurité chez Victrix","","2022-02-22 14:32:22"
"227","https://www.victrix.ca/wp-content/uploads/2022/02/istock-1173544006-1.png","png","RSE","","2022-02-22 15:08:46"
"228","https://www.victrix.ca/wp-content/uploads/2022/02/istock-1249572084-1.png","png","univers numérique","","2022-02-22 15:08:48"
"229","https://www.victrix.ca/wp-content/uploads/2022/02/istock-1309275676-1.png","png","univers numérique","","2022-02-22 15:08:51"
"273","https://www.victrix.ca/wp-content/uploads/2022/02/image.png","png","IMAGE","","2022-02-28 16:30:46"
"318","https://www.victrix.ca/wp-content/uploads/2022/03/frame.png","png","Frame","","2022-03-01 11:31:29"
"319","https://www.victrix.ca/wp-content/uploads/2022/03/frame-3.png","png","Frame (3)","","2022-03-01 11:33:55"
"320","https://www.victrix.ca/wp-content/uploads/2022/03/frame-4.png","png","Frame (4)","","2022-03-01 11:33:57"
"321","https://www.victrix.ca/wp-content/uploads/2022/03/frame-5.png","png","Frame (5)","","2022-03-01 11:33:59"
"322","https://www.victrix.ca/wp-content/uploads/2022/03/frame-6.png","png","Frame (6)","","2022-03-01 11:34:01"
"323","https://www.victrix.ca/wp-content/uploads/2022/03/frame-7.png","png","Frame (7)","","2022-03-01 11:34:03"
"324","https://www.victrix.ca/wp-content/uploads/2022/03/frame-1.png","png","Frame (1)","","2022-03-01 11:34:05"
"325","https://www.victrix.ca/wp-content/uploads/2022/03/frame-2.png","png","Frame (2)","","2022-03-01 11:34:07"
"326","https://www.victrix.ca/wp-content/uploads/2022/03/teams.png","png","Teams","","2022-03-01 11:34:09"
"354","https://www.victrix.ca/wp-content/uploads/2022/03/frame-13.png","png","windows","","2022-03-01 14:49:36"
"355","https://www.victrix.ca/wp-content/uploads/2022/03/frame-12.png","png","checklist","","2022-03-01 14:49:38"
"356","https://www.victrix.ca/wp-content/uploads/2022/03/frame-11.png","png","dashboard","","2022-03-01 14:49:39"
"357","https://www.victrix.ca/wp-content/uploads/2022/03/frame-10.png","png","dashboard","","2022-03-01 14:49:41"
"358","https://www.victrix.ca/wp-content/uploads/2022/03/frame-9.png","png","search","","2022-03-01 14:49:43"
"359","https://www.victrix.ca/wp-content/uploads/2022/03/frame-8.png","png","employee profile","","2022-03-01 14:49:45"
"360","https://www.victrix.ca/wp-content/uploads/2022/03/frame-15.png","png","content migration","","2022-03-01 14:49:47"
"361","https://www.victrix.ca/wp-content/uploads/2022/03/frame-14.png","png","gear","","2022-03-01 14:49:49"
"362","https://www.victrix.ca/wp-content/uploads/2022/03/frame-16.png","png","handshake","","2022-03-01 14:52:52"
"393","https://www.victrix.ca/wp-content/uploads/2022/03/frame-19.png","png","computer","","2022-03-01 15:17:36"
"394","https://www.victrix.ca/wp-content/uploads/2022/03/frame-18.png","png","mic","","2022-03-01 15:17:38"
"395","https://www.victrix.ca/wp-content/uploads/2022/03/frame-17.png","png","people architecture","","2022-03-01 15:17:40"
"410","https://www.victrix.ca/wp-content/uploads/2022/03/frame-26.png","png","digital key","","2022-03-01 15:45:55"
"411","https://www.victrix.ca/wp-content/uploads/2022/03/frame-25.png","png","icon globe","","2022-03-01 15:45:57"
"412","https://www.victrix.ca/wp-content/uploads/2022/03/frame-24.png","png","search alert","","2022-03-01 15:45:58"
"413","https://www.victrix.ca/wp-content/uploads/2022/03/frame-23.png","png","fire shield","","2022-03-01 15:46:00"
"414","https://www.victrix.ca/wp-content/uploads/2022/03/frame-22.png","png","checklist","","2022-03-01 15:46:02"
"415","https://www.victrix.ca/wp-content/uploads/2022/03/frame-21.png","png","lock","","2022-03-01 15:46:04"
"416","https://www.victrix.ca/wp-content/uploads/2022/03/frame-20.png","png","Frame (20)","","2022-03-01 15:46:06"
"417","https://www.victrix.ca/wp-content/uploads/2022/03/frame-28.png","png","Frame (28)","","2022-03-01 15:46:08"
"418","https://www.victrix.ca/wp-content/uploads/2022/03/frame-27.png","png","Frame (27)","","2022-03-01 15:46:10"
"423","https://www.victrix.ca/wp-content/uploads/2022/03/istock-641277776-1.png","png","une employée victrix","","2022-03-01 16:00:14"
"434","https://www.victrix.ca/wp-content/uploads/2022/03/frame-36.png","png","Frame (36)","","2022-03-01 16:18:10"
"435","https://www.victrix.ca/wp-content/uploads/2022/03/2846bb532d7d2f428121244d6545b51e-1.png","png","2846bb532d7d2f428121244d6545b51e 1","","2022-03-01 16:18:12"
"436","https://www.victrix.ca/wp-content/uploads/2022/03/microsoft_365_logo-1.png","png","Microsoft_365_logo 1","","2022-03-01 16:18:14"
"437","https://www.victrix.ca/wp-content/uploads/2022/03/frame-35.png","png","microsoft azure","","2022-03-01 16:18:16"
"438","https://www.victrix.ca/wp-content/uploads/2022/03/frame-34.png","png","cloud","","2022-03-01 16:18:18"
"439","https://www.victrix.ca/wp-content/uploads/2022/03/frame-33.png","png","cloud security","","2022-03-01 16:18:20"
"440","https://www.victrix.ca/wp-content/uploads/2022/03/frame-32.png","png","cloud","","2022-03-01 16:18:21"
"441","https://www.victrix.ca/wp-content/uploads/2022/03/frame-31.png","png","cloud","","2022-03-01 16:18:23"
"442","https://www.victrix.ca/wp-content/uploads/2022/03/frame-30.png","png","cloud","","2022-03-01 16:18:25"
"443","https://www.victrix.ca/wp-content/uploads/2022/03/frame-29.png","png","cloud architecture","","2022-03-01 16:18:27"
"444","https://www.victrix.ca/wp-content/uploads/2022/03/istock-509286952-1.png","png","Mikael gagné","","2022-03-01 16:18:29"
"459","https://www.victrix.ca/wp-content/uploads/2022/03/frame-37.png","png","microsoft","","2022-03-02 09:23:40"
"462","https://www.victrix.ca/wp-content/uploads/2022/03/frame-38.png","png","paloalto networks","","2022-03-02 09:25:15"
"463","https://www.victrix.ca/wp-content/uploads/2022/03/group-24.png","png","crowdstrike","","2022-03-02 09:25:19"
"464","https://www.victrix.ca/wp-content/uploads/2022/03/frame-39.png","png","imprivata","","2022-03-02 09:25:22"
"473","https://www.victrix.ca/wp-content/uploads/2022/03/frame-40.png","png","microsoft","","2022-03-02 09:39:01"
"474","https://www.victrix.ca/wp-content/uploads/2022/03/frame-41.png","png","amazon","","2022-03-02 09:39:03"
"475","https://www.victrix.ca/wp-content/uploads/2022/03/frame-42.png","png","red hat","","2022-03-02 09:39:06"
"476","https://www.victrix.ca/wp-content/uploads/2022/03/base.png","png","BASE","","2022-03-02 09:43:34"
"487","https://www.victrix.ca/wp-content/uploads/2022/03/happy-at-work-index-1.png","png","happy-at-work-index 1","","2022-03-02 10:35:58"
"488","https://www.victrix.ca/wp-content/uploads/2022/03/frame-43.png","png","star icon","","2022-03-02 10:39:07"
"489","https://www.victrix.ca/wp-content/uploads/2022/03/frame-44.png","png","three way handshake icon","","2022-03-02 10:39:11"
"490","https://www.victrix.ca/wp-content/uploads/2022/03/frame-45.png","png","light bulb icon","","2022-03-02 10:39:14"
"491","https://www.victrix.ca/wp-content/uploads/2022/03/frame-46.png","png","chat icon","","2022-03-02 10:39:16"
"492","https://www.victrix.ca/wp-content/uploads/2022/03/frame-47.png","png","integrity icon","","2022-03-02 10:39:18"
"558","https://www.victrix.ca/wp-content/uploads/2022/03/frame-50.png","png","certificate icon","","2022-03-02 15:23:34"
"559","https://www.victrix.ca/wp-content/uploads/2022/03/frame-49.png","png","architecture icon","","2022-03-02 15:23:36"
"560","https://www.victrix.ca/wp-content/uploads/2022/03/group.png","png","idea icon","","2022-03-02 15:23:38"
"561","https://www.victrix.ca/wp-content/uploads/2022/03/frame-48.png","png","sharepoint icon","","2022-03-02 15:23:40"
"598","https://www.victrix.ca/wp-content/uploads/2022/03/frame-54.png","png","clock icon","","2022-03-02 16:32:12"
"599","https://www.victrix.ca/wp-content/uploads/2022/03/frame-53.png","png","growth icon","","2022-03-02 16:32:14"
"600","https://www.victrix.ca/wp-content/uploads/2022/03/frame-52.png","png","feather icon","","2022-03-02 16:32:16"
"601","https://www.victrix.ca/wp-content/uploads/2022/03/frame-51.png","png","mail icon","","2022-03-02 16:32:18"
"604","https://www.victrix.ca/wp-content/uploads/2022/03/fichier-1-4.png","png","SEvOC concept","","2022-03-02 16:43:14"
"608","https://www.victrix.ca/wp-content/uploads/2022/03/frame-57.png","png","creativity icon","","2022-03-02 17:04:28"
